Extension,Altitude,Velocity,Drag,Center_of_Pressure
30,7000,274.0,207.7642,0.6906692
30,7000,308.0,261.1704,0.6889925
30,7000,343.0,320.573,0.6881109
30,7000,377.0,386.5178,0.6871263
30,7000,411.0,457.6731,0.6862447
30,7000,445.0,533.4952,0.6862151
30,7000,480.0,617.2679,0.68591
30,7000,514.0,705.7816,0.6850531
30,8000,34.0,3.456921,0.7042895
30,8000,68.0,12.92839,0.7011458
30,8000,102.0,28.11801,0.697257
30,8000,137.0,48.87978,0.696146
30,8000,171.0,75.20912,0.6942723
30,8000,205.0,106.6588,0.6936472
30,8000,240.0,144.0865,0.69115
30,8000,274.0,186.5007,0.6902681
30,8000,308.0,234.1526,0.689761
30,8000,343.0,287.606,0.6887336
30,8000,377.0,344.7979,0.6891937
30,8000,411.0,410.1364,0.6871339
30,8000,445.0,479.0532,0.6859208
30,8000,480.0,551.5272,0.6864459
30,8000,514.0,632.3315,0.6860924
30,9000,34.0,3.102598,0.7051954
30,9000,68.0,11.58434,0.7012159
30,9000,102.0,25.17713,0.6976813
30,9000,137.0,43.71416,0.6955128
30,9000,171.0,67.24165,0.6946018
30,9000,205.0,95.44469,0.6937714
30,9000,240.0,128.8322,0.6920137
30,9000,274.0,166.7246,0.6906658
30,9000,308.0,209.3518,0.6899214
30,9000,343.0,256.2664,0.6908787
30,9000,377.0,308.651,0.689756
30,9000,411.0,366.4364,0.6876966
30,9000,445.0,426.7148,0.6873447
30,9000,480.0,494.0683,0.6865725
30,9000,514.0,564.8466,0.6864017
30,10000,34.0,2.775965,0.7059777
30,10000,68.0,10.34165,0.7016912
30,10000,102.0,22.48285,0.6984196
30,10000,137.0,39.04219,0.6974598
30,10000,171.0,59.99825,0.6943809
30,10000,205.0,85.09537,0.6944589
30,10000,240.0,114.8763,0.6917153
30,10000,274.0,148.6058,0.6912413
30,10000,308.0,186.4791,0.6896493
30,10000,343.0,228.6738,0.6897993
30,10000,377.0,274.8129,0.6899719
30,10000,411.0,325.5902,0.6889029
30,10000,445.0,380.822,0.6877537
30,10000,480.0,438.8501,0.6870457
30,10000,514.0,501.2486,0.6879347
40,0,34.0,7.775724,0.7061201
40,0,68.0,29.4909,0.7014179
40,0,102.0,64.43084,0.6990554
40,0,137.0,112.9962,0.6970903
40,0,171.0,173.6374,0.6967118
40,0,205.0,248.2674,0.693602
40,0,240.0,334.9409,0.6929826
40,0,274.0,434.5757,0.6918418
40,0,308.0,546.9045,0.6901133
40,0,343.0,673.1499,0.6873032
40,0,377.0,807.8418,0.6889412
40,0,411.0,960.4738,0.6861183
40,0,445.0,1122.328,0.6853574
40,0,480.0,1297.308,0.6857151
40,0,514.0,1484.223,0.6861252
40,1000,34.0,7.113676,0.7058932
40,1000,68.0,26.90774,0.7011034
40,1000,102.0,58.97461,0.6994359
40,1000,137.0,102.965,0.6978405
40,1000,171.0,158.8591,0.6963197
40,1000,205.0,226.3351,0.6941685
40,1000,240.0,305.24,0.6936678
40,1000,274.0,397.3161,0.6904449
40,1000,308.0,498.1076,0.6910261
40,1000,343.0,611.7264,0.6896403
40,1000,377.0,738.8273,0.6867901
40,1000,411.0,875.2986,0.6865178
40,1000,445.0,1022.647,0.686676
40,1000,480.0,1176.136,0.6892891
40,1000,514.0,1351.797,0.6853746
40,2000,34.0,6.487948,0.705151
40,2000,68.0,24.57607,0.702444
40,2000,102.0,53.52869,0.6994935
40,2000,137.0,93.70703,0.6980001
40,2000,171.0,144.5546,0.6970178
40,2000,205.0,205.36,0.6949368
40,2000,240.0,277.7229,0.6939327
40,2000,274.0,358.2776,0.695582
40,2000,308.0,453.0781,0.6907944
40,2000,343.0,556.1447,0.690194
40,2000,377.0,669.7742,0.6899484
40,2000,411.0,793.79,0.6892617
40,2000,445.0,925.7601,0.6891204
40,2000,480.0,1074.393,0.6861429
40,2000,514.0,1228.701,0.6861069
40,3000,34.0,5.900171,0.7069443
40,3000,68.0,22.28318,0.7027362
40,3000,102.0,48.63521,0.7002199
40,3000,137.0,85.11893,0.6979614
40,3000,171.0,131.2533,0.6970745
40,3000,205.0,187.0024,0.695145
40,3000,240.0,252.0866,0.694958
40,3000,274.0,325.1417,0.6959583
40,3000,308.0,410.9327,0.6933628
40,3000,343.0,506.0598,0.6894798
40,3000,377.0,606.8468,0.691994
40,3000,411.0,719.7666,0.690712
40,3000,445.0,840.189,0.6900212
40,3000,480.0,964.3136,0.6930377
40,3000,514.0,1114.874,0.6867315
40,4000,34.0,5.356401,0.7083331
40,4000,68.0,20.21528,0.7028757
40,4000,102.0,44.23631,0.7012182
40,4000,137.0,77.06911,0.6996844
40,4000,171.0,118.8047,0.6981019
40,4000,205.0,168.5725,0.6985155
40,4000,240.0,227.256,0.697327
40,4000,274.0,294.5349,0.6967434
40,4000,308.0,372.376,0.6921473
40,4000,343.0,456.9224,0.6916307
40,4000,377.0,550.1495,0.6904937
40,4000,411.0,650.8286,0.6914482
40,4000,445.0,760.04,0.6915206
40,4000,480.0,878.7871,0.6900182
40,4000,514.0,1008.998,0.6872305
40,5000,34.0,4.85357,0.7084777
40,5000,68.0,18.30066,0.702913
40,5000,102.0,39.89977,0.7009971
40,5000,137.0,69.45998,0.6993514
40,5000,171.0,107.389,0.6974885
40,5000,205.0,152.9684,0.697566
40,5000,240.0,205.3444,0.6982285
40,5000,274.0,266.2695,0.6961573
40,5000,308.0,336.0676,0.6942123
40,5000,343.0,412.5192,0.6930538
40,5000,377.0,493.5728,0.695981
40,5000,411.0,584.4503,0.6948228
40,5000,445.0,687.3867,0.6906799
40,5000,480.0,794.3024,0.6901874
40,5000,514.0,911.1692,0.687708
40,6000,34.0,4.385997,0.7089106
40,6000,68.0,16.50327,0.7047026
40,6000,102.0,36.00613,0.7016323
40,6000,137.0,62.85532,0.7001761
40,6000,171.0,96.80782,0.6979169
40,6000,205.0,137.7836,0.6976162
40,6000,240.0,185.1649,0.6979339
40,6000,274.0,239.8276,0.6979858
40,6000,308.0,302.8754,0.6945221
40,6000,343.0,371.582,0.6937523
40,6000,377.0,444.8838,0.6951757
40,6000,411.0,531.0806,0.6906097
40,6000,445.0,618.7426,0.6918675
40,6000,480.0,717.1281,0.6892597
40,6000,514.0,817.0868,0.693084
40,7000,34.0,3.955307,0.7104914
40,7000,68.0,14.87346,0.7030801
40,7000,102.0,32.42558,0.700641
40,7000,137.0,56.37528,0.6997502
40,7000,171.0,87.02284,0.6989261
40,7000,205.0,123.8324,0.6978554
40,7000,240.0,166.941,0.6982476
40,7000,274.0,215.3725,0.6989244
40,7000,308.0,272.0759,0.6963071
40,7000,343.0,333.7724,0.6949147
40,7000,377.0,399.765,0.6967843
40,7000,411.0,473.2625,0.695384
40,7000,445.0,555.7377,0.692745
40,7000,480.0,638.3741,0.6943651
40,7000,514.0,733.7416,0.6923064
40,8000,34.0,3.55838,0.7105968
40,8000,68.0,13.35068,0.7051043
40,8000,102.0,29.10009,0.7015964
40,8000,137.0,50.72182,0.7014435
40,8000,171.0,77.98718,0.7004897
40,8000,205.0,110.6978,0.6995072
40,8000,240.0,149.6364,0.6978343
40,8000,274.0,193.9513,0.6976576
40,8000,308.0,242.9725,0.6981
40,8000,343.0,299.0193,0.6963506
40,8000,377.0,358.0305,0.6978669
40,8000,411.0,424.0107,0.695612
40,8000,445.0,497.6376,0.6938303
40,8000,480.0,577.0012,0.690345
40,8000,514.0,657.3691,0.6922345
40,9000,34.0,3.191832,0.7118632
40,9000,68.0,11.95113,0.7069001
40,9000,102.0,26.01513,0.701933
40,9000,137.0,45.25307,0.7008387
40,9000,171.0,69.61255,0.7002296
40,9000,205.0,99.17268,0.6993594
40,9000,240.0,133.3589,0.6981923
40,9000,274.0,173.1906,0.6978069
40,9000,308.0,217.7184,0.6971615
40,9000,343.0,266.3636,0.6968408
40,9000,377.0,319.9167,0.6969993
40,9000,411.0,378.6368,0.6969349
40,9000,445.0,444.5535,0.6941774
40,9000,480.0,510.7936,0.6959155
40,9000,514.0,587.0785,0.6927034
40,10000,34.0,2.856736,0.7114146
40,10000,68.0,10.67685,0.7063725
40,10000,102.0,23.22612,0.7015959
40,10000,137.0,40.3646,0.7015998
40,10000,171.0,62.08197,0.6999381
40,10000,205.0,88.3991,0.6996906
40,10000,240.0,119.0457,0.6990845
40,10000,274.0,153.6912,0.6976803
40,10000,308.0,193.7744,0.6974115
40,10000,343.0,237.8645,0.6967872
40,10000,377.0,284.8797,0.6982895
40,10000,411.0,337.2672,0.697085
40,10000,445.0,393.7555,0.6978032
40,10000,480.0,454.8013,0.696879
40,10000,514.0,522.4222,0.6938468
50,0,34.0,7.998015,0.7097414
50,0,68.0,30.41554,0.7050878
50,0,102.0,66.6443,0.7010117
50,0,137.0,116.4244,0.700052
50,0,171.0,179.4342,0.7029507
50,0,205.0,255.7981,0.7005959
50,0,240.0,346.273,0.6986529
50,0,274.0,449.5763,0.6946949
50,0,308.0,568.2603,0.6913427
50,0,343.0,691.1049,0.698458
50,0,377.0,836.8824,0.6960737
50,0,411.0,991.1567,0.6946285
50,0,445.0,1158.789,0.6921427
50,0,480.0,1338.348,0.6941356
50,0,514.0,1541.493,0.6877612
50,1000,34.0,7.322495,0.7105415
50,1000,68.0,27.87173,0.7051322
50,1000,102.0,60.89176,0.7007267
50,1000,137.0,106.0868,0.7018404
50,1000,171.0,163.542,0.703357
50,1000,205.0,233.7663,0.697689
50,1000,240.0,315.905,0.6981751
50,1000,274.0,408.9001,0.697188
50,1000,308.0,514.915,0.6978511
50,1000,343.0,635.8452,0.6911216
50,1000,377.0,765.7158,0.6909184
50,1000,411.0,902.9561,0.694741
50,1000,445.0,1055.896,0.6937957
50,1000,480.0,1218.934,0.6951928
50,1000,514.0,1403.046,0.6911886
50,2000,34.0,6.671775,0.7113132
50,2000,68.0,25.28039,0.7055114
50,2000,102.0,55.35919,0.7015556
50,2000,137.0,96.54152,0.7020083
50,2000,171.0,148.7898,0.7027938
50,2000,205.0,211.8885,0.7041838
50,2000,240.0,288.5627,0.6951306
50,2000,274.0,372.5076,0.6972399
50,2000,308.0,468.0336,0.6982763
50,2000,343.0,574.6614,0.6951405
50,2000,377.0,690.643,0.6958812
50,2000,411.0,821.329,0.6947892
50,2000,445.0,960.249,0.6953917
50,2000,480.0,1108.882,0.6948438
50,2000,514.0,1276.418,0.6887822
50,3000,34.0,6.071143,0.7126426
50,3000,68.0,23.05422,0.7066312
50,3000,102.0,50.28323,0.7029652
50,3000,137.0,87.55476,0.7045915
50,3000,171.0,135.0457,0.7031058
50,3000,205.0,192.3757,0.7041005
50,3000,240.0,261.7969,0.6976726
50,3000,274.0,336.6169,0.7023219
50,3000,308.0,424.9755,0.6973048
50,3000,343.0,520.1165,0.6993681
50,3000,377.0,628.8899,0.6951244
50,3000,411.0,744.778,0.694572
50,3000,445.0,870.4561,0.6939306
50,3000,480.0,1005.853,0.695318
50,3000,514.0,1151.893,0.6949219
50,4000,34.0,5.501827,0.71447
50,4000,68.0,20.91091,0.7059776
50,4000,102.0,45.56727,0.704173
50,4000,137.0,79.37104,0.7036962
50,4000,171.0,122.3632,0.702364
50,4000,205.0,174.1931,0.7046173
50,4000,240.0,237.0121,0.6979038
50,4000,274.0,305.1158,0.7002082
50,4000,308.0,384.7263,0.6980806
50,4000,343.0,470.8929,0.6989986
50,4000,377.0,568.8745,0.6964948
50,4000,411.0,674.4316,0.6946167
50,4000,445.0,787.5516,0.6958385
50,4000,480.0,915.3157,0.6899362
50,4000,514.0,1041.804,0.6950576
50,5000,34.0,4.986078,0.7149015
50,5000,68.0,18.80779,0.707429
50,5000,102.0,41.37157,0.7044656
50,5000,137.0,71.77347,0.7037276
50,5000,171.0,110.5429,0.7028894
50,5000,205.0,157.4694,0.7025576
50,5000,240.0,214.1227,0.6979538
50,5000,274.0,275.2816,0.7028738
50,5000,308.0,347.4727,0.6987705
50,5000,343.0,424.2897,0.7037719
50,5000,377.0,511.1275,0.7023286
50,5000,411.0,608.7552,0.6956592
50,5000,445.0,710.8606,0.6960468
50,5000,480.0,825.6333,0.6919585
50,5000,514.0,944.8834,0.6914989
50,6000,34.0,4.506162,0.7165662
50,6000,68.0,16.97518,0.7081345
50,6000,102.0,37.30135,0.7053259
50,6000,137.0,64.66198,0.7057564
50,6000,171.0,99.73421,0.7013765
50,6000,205.0,141.9472,0.7019189
50,6000,240.0,192.2241,0.7005884
50,6000,274.0,248.0784,0.7028369
50,6000,308.0,313.2095,0.6992315
50,6000,343.0,382.0613,0.7054291
50,6000,377.0,461.2831,0.6985198
50,6000,411.0,547.9985,0.6962591
50,6000,445.0,640.046,0.6974785
50,6000,480.0,739.9966,0.6963333
50,6000,514.0,846.8051,0.6949108
50,7000,34.0,4.061094,0.7173074
50,7000,68.0,15.27751,0.7091417
50,7000,102.0,33.41169,0.7057138
50,7000,137.0,58.17344,0.7053903
50,7000,171.0,89.6105,0.7027604
50,7000,205.0,127.5054,0.7034401
50,7000,240.0,172.7619,0.7001628
50,7000,274.0,222.9507,0.7010945
50,7000,308.0,281.2788,0.6995471
50,7000,343.0,343.9484,0.7011483
50,7000,377.0,414.0325,0.7003152
50,7000,411.0,491.7922,0.6981073
50,7000,445.0,574.988,0.69603
50,7000,480.0,661.4303,0.7012231
50,7000,514.0,759.7296,0.6964583
50,8000,34.0,3.649808,0.7192075
50,8000,68.0,13.72017,0.7095515
50,8000,102.0,30.0838,0.7062423
50,8000,137.0,52.43856,0.704547
50,8000,171.0,80.34905,0.7031981
50,8000,205.0,114.3789,0.7018036
50,8000,240.0,154.8338,0.6998556
50,8000,274.0,199.8228,0.7004381
50,8000,308.0,252.9769,0.6970285
50,8000,343.0,308.0399,0.701989
50,8000,377.0,370.953,0.7002447
50,8000,411.0,440.4738,0.6992118
50,8000,445.0,514.7719,0.6980434
50,8000,480.0,592.2997,0.7014518
50,8000,514.0,680.0944,0.6975426
50,9000,34.0,3.273505,0.7200766
50,9000,68.0,12.28213,0.7110463
50,9000,102.0,26.90097,0.7068732
50,9000,137.0,46.88863,0.7050939
50,9000,171.0,71.77014,0.7061933
50,9000,205.0,102.1842,0.7029819
50,9000,240.0,138.3353,0.7006768
50,9000,274.0,178.4244,0.701138
50,9000,308.0,225.052,0.6996207
50,9000,343.0,275.2385,0.7010562
50,9000,377.0,331.1076,0.7022037
50,9000,411.0,393.5792,0.6983507
50,9000,445.0,459.9754,0.6977623
50,9000,480.0,528.6017,0.7029886
50,9000,514.0,607.537,0.6974502
50,10000,34.0,2.929451,0.7202229
50,10000,68.0,10.9635,0.7118678
50,10000,102.0,23.98383,0.7075786
50,10000,137.0,41.57615,0.7059864
50,10000,171.0,64.02473,0.7048879
50,10000,205.0,91.05421,0.703433
50,10000,240.0,123.212,0.7014018
50,10000,274.0,159.0351,0.6995504
50,10000,308.0,200.5105,0.6996762
50,10000,343.0,244.6164,0.7035643
50,10000,377.0,294.7341,0.7020757
50,10000,411.0,350.2627,0.6998633
50,10000,445.0,409.3859,0.6989177
50,10000,480.0,470.7858,0.7017928
50,10000,514.0,540.6563,0.6982486
60,0,34.0,8.276564,0.7089808
60,0,68.0,31.59242,0.7000239
60,0,102.0,69.387,0.6970606
60,0,137.0,121.5541,0.6930087
60,0,171.0,187.661,0.6942115
60,0,205.0,268.2667,0.6941652
60,0,240.0,361.9902,0.6936559
60,0,274.0,470.1096,0.6946902
60,0,308.0,591.3206,0.693431
60,0,343.0,727.2017,0.6922649
60,0,377.0,875.338,0.6907717
60,0,411.0,1038.501,0.6910018
60,0,445.0,1213.151,0.6910102
60,0,480.0,1403.225,0.6898562
60,0,514.0,1605.938,0.6896064
60,1000,34.0,7.559022,0.7099005
60,1000,68.0,28.79869,0.7016084
60,1000,102.0,63.25805,0.697911
60,1000,137.0,110.7353,0.6955211
60,1000,171.0,170.9651,0.6947356
60,1000,205.0,244.1738,0.6959128
60,1000,240.0,329.808,0.6940826
60,1000,274.0,428.1869,0.6943464
60,1000,308.0,538.6365,0.6918435
60,1000,343.0,661.8846,0.6956338
60,1000,377.0,796.9131,0.6914141
60,1000,411.0,945.6624,0.6934922
60,1000,445.0,1104.006,0.6941668
60,1000,480.0,1278.162,0.6897785
60,1000,514.0,1462.469,0.6899412
60,2000,34.0,6.888913,0.7113859
60,2000,68.0,26.20316,0.7025309
60,2000,102.0,57.55711,0.6983382
60,2000,137.0,100.7134,0.6954656
60,2000,171.0,155.5089,0.6941887
60,2000,205.0,222.1151,0.695172
60,2000,240.0,299.8011,0.6926237
60,2000,274.0,389.1597,0.694693
60,2000,308.0,489.6707,0.6914577
60,2000,343.0,602.0564,0.691535
60,2000,377.0,724.7489,0.6939378
60,2000,411.0,859.61,0.6926357
60,2000,445.0,1003.955,0.6950489
60,2000,480.0,1161.121,0.6912323
60,2000,514.0,1329.289,0.6902929
60,3000,34.0,6.267586,0.7124876
60,3000,68.0,23.79369,0.703551
60,3000,102.0,52.26506,0.6991456
60,3000,137.0,91.36211,0.6970353
60,3000,171.0,141.0348,0.6953806
60,3000,205.0,201.3977,0.6958463
60,3000,240.0,271.8596,0.6941018
60,3000,274.0,353.0816,0.693378
60,3000,308.0,443.9556,0.6930651
60,3000,343.0,545.6122,0.6948518
60,3000,377.0,657.5334,0.6927578
60,3000,411.0,779.4456,0.6929908
60,3000,445.0,912.7829,0.6942039
60,3000,480.0,1053.036,0.6914855
60,3000,514.0,1206.791,0.6909564
60,4000,34.0,5.686283,0.7137082
60,4000,68.0,21.55933,0.7048314
60,4000,102.0,47.3167,0.7009146
60,4000,137.0,82.74409,0.6968296
60,4000,171.0,127.6663,0.6959336
60,4000,205.0,182.3017,0.6949335
60,4000,240.0,245.9958,0.6942946
60,4000,274.0,319.3184,0.6932883
60,4000,308.0,401.7337,0.6931632
60,4000,343.0,493.8295,0.6929942
60,4000,377.0,594.6885,0.6916938
60,4000,411.0,705.0912,0.6928372
60,4000,445.0,824.9094,0.6929213
60,4000,480.0,953.4067,0.691779
60,4000,514.0,1091.586,0.6917483
60,5000,34.0,5.151024,0.7151155
60,5000,68.0,19.49829,0.7056803
60,5000,102.0,42.76517,0.7013642
60,5000,137.0,74.68036,0.6994146
60,5000,171.0,115.3233,0.6963248
60,5000,205.0,164.4807,0.69638
60,5000,240.0,222.0952,0.6936954
60,5000,274.0,288.3053,0.6931967
60,5000,308.0,362.5267,0.6936775
60,5000,343.0,445.7237,0.6931142
60,5000,377.0,536.6154,0.6921499
60,5000,411.0,635.996,0.6948305
60,5000,445.0,744.4554,0.693716
60,5000,480.0,859.6089,0.6927578
60,5000,514.0,984.3154,0.6923565
60,6000,34.0,4.655528,0.7168161
60,6000,68.0,17.59254,0.7066492
60,6000,102.0,38.55015,0.7020278
60,6000,137.0,67.3386,0.6985054
60,6000,171.0,103.9028,0.6970738
60,6000,205.0,148.0634,0.6968282
60,6000,240.0,199.9055,0.6947621
60,6000,274.0,259.5908,0.6934113
60,6000,308.0,326.3886,0.6937298
60,6000,343.0,400.916,0.6957909
60,6000,377.0,483.1837,0.6927283
60,6000,411.0,572.6739,0.6944793
60,6000,445.0,669.8452,0.6956357
60,6000,480.0,773.7966,0.6928039
60,6000,514.0,885.2369,0.6934231
60,7000,34.0,4.197704,0.7183598
60,7000,68.0,15.82981,0.7080908
60,7000,102.0,34.63854,0.7032931
60,7000,137.0,60.51996,0.6992512
60,7000,171.0,93.34419,0.6982229
60,7000,205.0,133.0017,0.6965089
60,7000,240.0,179.5731,0.6943561
60,7000,274.0,232.8511,0.6954541
60,7000,308.0,292.9587,0.694497
60,7000,343.0,359.97,0.694069
60,7000,377.0,433.6634,0.6942291
60,7000,411.0,514.0288,0.6934489
60,7000,445.0,601.0835,0.6943071
60,7000,480.0,694.4964,0.6931885
60,7000,514.0,794.8693,0.6924207
60,8000,34.0,3.774715,0.71987
60,8000,68.0,14.20266,0.7084823
60,8000,102.0,31.04416,0.7052577
60,8000,137.0,54.23637,0.6998591
60,8000,171.0,83.60522,0.7001565
60,8000,205.0,119.1769,0.6954333
60,8000,240.0,160.7856,0.6955029
60,8000,274.0,208.5852,0.6942201
60,8000,308.0,262.2542,0.6950933
60,8000,343.0,322.2093,0.6939168
60,8000,377.0,388.4099,0.6930104
60,8000,411.0,460.0782,0.6944444
60,8000,445.0,538.0577,0.6948163
60,8000,480.0,621.5289,0.6938761
60,8000,514.0,711.1227,0.6923151
60,9000,34.0,3.384176,0.7210891
60,9000,68.0,12.70964,0.7093948
60,9000,102.0,27.76074,0.7057433
60,9000,137.0,48.42808,0.7017642
60,9000,171.0,74.67084,0.70117
60,9000,205.0,106.391,0.6968389
60,9000,240.0,143.5422,0.6970356
60,9000,274.0,186.2066,0.6945586
60,9000,308.0,234.1983,0.6947562
60,9000,343.0,287.5993,0.6930561
60,9000,377.0,346.2805,0.6951631
60,9000,411.0,410.558,0.693105
60,9000,445.0,479.6329,0.696093
60,9000,480.0,554.5588,0.6932057
60,9000,514.0,634.5612,0.6928454
60,10000,34.0,3.024305,0.7223744
60,10000,68.0,11.3402,0.7106448
60,10000,102.0,24.7476,0.7073449
60,10000,137.0,43.13481,0.7021119
60,10000,171.0,66.50568,0.7017761
60,10000,205.0,94.70514,0.6976507
60,10000,240.0,127.7967,0.6974812
60,10000,274.0,165.6812,0.6954833
60,10000,308.0,208.327,0.6959485
60,10000,343.0,255.8379,0.6933799
60,10000,377.0,307.9936,0.6952295
60,10000,411.0,364.9653,0.6945775
60,10000,445.0,426.8972,0.6946564
60,10000,480.0,492.9517,0.694586
60,10000,514.0,564.28,0.6933382
70,0,34.0,8.562879,0.7106069
70,0,68.0,32.85133,0.7043402
70,0,102.0,72.18895,0.7008297
70,0,137.0,126.4288,0.699949
70,0,171.0,195.3249,0.7004575
70,0,205.0,278.8007,0.6990508
70,0,240.0,376.8265,0.6980618
70,0,274.0,489.8409,0.6963094
70,0,308.0,616.5723,0.6970139
70,0,343.0,758.0068,0.6959482
70,0,377.0,914.7002,0.6935477
70,0,411.0,1082.692,0.6954341
70,0,445.0,1266.633,0.6953005
70,0,480.0,1466.784,0.6933507
70,0,514.0,1678.525,0.6930164
70,1000,34.0,7.810822,0.7119423
70,1000,68.0,29.95524,0.7053197
70,1000,102.0,65.82059,0.7007302
70,1000,137.0,115.174,0.7010852
70,1000,171.0,178.0407,0.69989
70,1000,205.0,254.1249,0.6983219
70,1000,240.0,343.1617,0.6986319
70,1000,274.0,445.0468,0.698764
70,1000,308.0,561.632,0.6967728
70,1000,343.0,690.3448,0.6953679
70,1000,377.0,831.9941,0.6956775
70,1000,411.0,987.6456,0.6941078
70,1000,445.0,1152.913,0.6951723
70,1000,480.0,1335.107,0.6938307
70,1000,514.0,1528.338,0.6930842
70,2000,34.0,7.113127,0.7133991
70,2000,68.0,27.25378,0.7062334
70,2000,102.0,59.88507,0.7007774
70,2000,137.0,104.7341,0.7006843
70,2000,171.0,161.8033,0.7007779
70,2000,205.0,230.9808,0.6988461
70,2000,240.0,311.9945,0.6986623
70,2000,274.0,404.623,0.6990087
70,2000,308.0,510.5138,0.696723
70,2000,343.0,627.3276,0.6966284
70,2000,377.0,756.2621,0.6955668
70,2000,411.0,896.507,0.6958052
70,2000,445.0,1048.778,0.6947744
70,2000,480.0,1212.749,0.6940613
70,2000,514.0,1388.395,0.6941859
70,3000,34.0,6.467294,0.7145144
70,3000,68.0,24.749,0.7064366
70,3000,102.0,54.35099,0.701413
70,3000,137.0,95.04967,0.7006651
70,3000,171.0,146.8182,0.7001229
70,3000,205.0,209.4918,0.6987051
70,3000,240.0,283.0642,0.6982501
70,3000,274.0,367.1457,0.6988834
70,3000,308.0,461.8608,0.6990466
70,3000,343.0,568.9807,0.6958058
70,3000,377.0,685.502,0.6967232
